date,prcp,tmax,tmin,wind,srad,lrad,qair,rhum
1980-02-18 12:00:00,0.0,-3.0822508,-16.523394,6.2768674,182.16689,192.0382,0.0010441068,64.75252
1980-02-19 12:00:00,0.0,6.280467,-15.0660515,5.7454977,188.67468,207.88576,0.0013124717,56.167767
1980-02-20 12:00:00,0.0,9.169702,-11.565411,4.2467246,190.01617,223.58392,0.0019409028,57.84452
1980-02-21 12:00:00,2.1757874,4.4074173,-3.8009036,3.8704548,122.592155,265.4198,0.0028058577,69.1825
1980-02-22 12:00:00,3.37237,1.264548,-3.4071825,5.3702197,89.76671,277.43497,0.0028435863,77.38459
1980-02-23 12:00:00,2.6557784,1.4261584,-3.698988,5.8568835,96.527435,274.7172,0.0028506038,78.11955
1980-02-24 12:00:00,0.0,2.6991668,-2.724745,3.2075365,127.41522,260.96045,0.0026377325,70.64818
1980-02-25 12:00:00,0.0,2.0442367,-9.151732,3.9354396,186.9313,218.01096,0.0016430169,61.28014
1980-02-26 12:00:00,0.041250695,-6.1051807,-13.865815,7.431821,159.22778,209.6234,0.0011079329,67.1401
1980-02-27 12:00:00,2.6289523,-5.689649,-17.524883,6.0208774,153.16878,209.20596,0.0009468837,66.435684
1980-02-28 12:00:00,0.0,-6.777195,-14.733078,6.477043,169.63846,202.46278,0.00092849904,63.81625
1980-02-29 12:00:00,0.0,-13.7030525,-21.929277,8.801748,175.49721,180.55527,0.00055547967,68.731285
1980-03-01 12:00:00,0.0,-9.456862,-23.972212,7.6567383,211.8483,169.56143,0.0004830616,59.498978
1980-03-02 12:00:00,0.0,-9.522168,-24.12614,5.53901,214.16354,170.21603,0.00051306444,60.1034
1980-03-03 12:00:00,0.0,-2.566183,-21.880375,5.08899,221.7311,183.12402,0.00075814367,58.10843
1980-03-04 12:00:00,2.113858,3.885055,-14.739472,4.3720236,172.96574,228.40117,0.0013889709,58.096184
1980-03-05 12:00:00,5.658804,3.5476425,-7.616509,4.8183093,158.39848,247.34825,0.0019473373,60.89489
1980-03-06 12:00:00,0.0,1.7918481,-8.112177,6.64014,196.28143,228.99452,0.0019394652,64.20758
1980-03-07 12:00:00,12.633758,6.656268,-7.210818,4.673588,172.72012,252.91891,0.002431822,64.696106
1980-03-08 12:00:00,11.174657,6.1930113,-1.9715183,2.9472892,142.82295,274.76477,0.0030253937,66.82707
1980-03-09 12:00:00,0.0,4.2294364,-3.146927,6.398866,175.13289,254.09149,0.0025767295,65.2964
1980-03-10 12:00:00,2.4601946,4.899506,-7.5129566,5.93221,174.58096,248.14168,0.0020574592,61.694145
1980-03-11 12:00:00,2.0118499,-0.06824914,-7.3655205,9.857454,145.18098,249.40009,0.0017837967,64.07361
1980-03-12 12:00:00,0.0,-5.3147616,-12.972977,10.769391,189.82202,214.16513,0.0011988579,67.068115
1980-03-13 12:00:00,21.267601,-2.711357,-15.2523365,5.460835,185.33876,219.36006,0.0012145322,66.069405
1980-03-14 12:00:00,5.2369304,-1.1000497,-10.311185,7.372669,168.07983,238.54317,0.0016746422,67.70453
1980-03-15 12:00:00,0.0,-1.2808123,-7.3139706,11.316605,170.8342,239.05571,0.0016719126,65.307335
1980-03-16 12:00:00,0.0,6.315309,-16.654705,4.12651,262.185,208.10199,0.0013098484,56.691936
1980-03-17 12:00:00,15.207828,10.147737,-7.898625,7.9056087,203.09103,255.34274,0.002291894,56.976295
1980-03-18 12:00:00,0.0,4.866341,-2.3400376,9.213991,190.67773,259.8227,0.0027190284,64.02908
1980-03-19 12:00:00,0.0,6.773898,-6.091075,6.205834,251.4854,236.3276,0.0024689247,62.759598
1980-03-20 12:00:00,2.3660161,13.02228,-2.9423482,4.8051286,204.5141,274.68463,0.0033611453,61.431507
1980-03-21 12:00:00,42.046112,10.574584,1.6030079,7.5100675,173.85362,289.5886,0.003926999,66.52397
1980-03-22 12:00:00,4.567199,4.464303,-1.9471887,6.783269,146.88258,279.30344,0.0030991912,71.91037
1980-03-23 12:00:00,0.0,2.8738053,-3.7170148,4.3636913,192.81477,258.04617,0.0028482804,73.94273
1980-03-24 12:00:00,9.689664,8.553412,-2.7779527,3.0206897,196.74745,270.32312,0.0031971561,67.45715
1980-03-25 12:00:00,2.5382917,4.373354,-1.0957967,3.6403286,134.701,286.40567,0.0033079782,74.16322
1980-03-26 12:00:00,0.0,1.5582273,-2.4637682,5.9631133,139.69275,276.49304,0.0029778422,77.66654
1980-03-27 12:00:00,0.0,6.900343,-3.2530675,3.4046862,249.75803,248.96362,0.0029191982,66.94071
1980-03-28 12:00:00,7.531792,10.206393,-3.0416956,4.136982,212.2476,271.22733,0.003326991,65.915955
1980-03-29 12:00:00,9.449434,6.1085806,0.66550773,4.226485,138.11969,296.15396,0.004023557,77.67213
1980-03-30 12:00:00,0.00025191362,5.7236567,1.8732128,3.2187035,137.77126,297.2732,0.0040971893,78.90166
1980-03-31 12:00:00,6.2097745,3.1189134,0.22831538,4.975091,93.606766,299.9206,0.00344392,78.59807
1980-04-01 12:00:00,0.0,10.255098,-4.6942277,2.4838135,291.45978,242.64786,0.002757468,61.236908
1980-04-02 12:00:00,0.38063106,6.8086834,-2.7334025,3.9394028,219.05661,262.60126,0.0030035027,66.649216
1980-04-03 12:00:00,6.87156,12.120863,-3.4570134,3.1870837,231.32127,270.71463,0.003221054,62.796406
1980-04-04 12:00:00,4.6449347,12.07351,-0.7438815,5.873211,223.02353,278.70813,0.0035680677,62.71644
1980-04-05 12:00:00,0.0,9.672096,-1.0331043,8.6848755,276.81842,256.21356,0.0033471598,63.685635
1980-04-06 12:00:00,0.0,12.475676,-1.9624135,4.361846,299.8376,252.8943,0.0032918225,60.251343
1980-04-07 12:00:00,0.0,14.996218,-1.4056032,6.174668,305.45166,262.8459,0.003969638,62.063976
1980-04-08 12:00:00,5.661765,13.347518,4.4705462,8.262431,196.8535,307.30734,0.0053788163,71.66927
1980-04-09 12:00:00,17.90714,12.5494175,6.4002037,9.571198,161.13083,318.0315,0.005404943,72.42679
1980-04-10 12:00:00,0.0,15.682562,1.9537904,4.57172,300.28943,272.1174,0.004254291,61.481335
1980-04-11 12:00:00,0.0,11.700944,1.0351357,4.6090465,282.66452,267.3786,0.0040021758,65.52967
1980-04-12 12:00:00,4.4486613,16.500088,-0.060068358,4.386907,240.84584,287.96487,0.0039708423,60.75424
1980-04-13 12:00:00,2.118007,11.695168,0.21748748,6.298285,225.4502,284.95737,0.0039820704,66.34942
1980-04-14 12:00:00,15.099765,10.269317,1.0636961,5.1248217,206.88518,289.41153,0.0041703074,70.72321
1980-04-15 12:00:00,3.183909,12.621126,1.3072778,6.8484783,227.08849,286.20615,0.0038791206,64.00658
1980-04-16 12:00:00,2.1284413,4.6551485,-2.631311,6.6702137,197.6472,268.2282,0.0027312094,67.12405
1980-04-17 12:00:00,0.0,7.34018,-8.545358,6.279983,329.43225,227.59418,0.0021624705,61.192326
1980-04-18 12:00:00,0.0,10.518437,-4.930495,3.960072,327.91742,241.21977,0.0027538775,60.05561
1980-04-19 12:00:00,0.0,16.681292,-2.8364854,2.3870444,333.50696,257.65332,0.003355946,56.683357
1980-04-20 12:00:00,0.0045451103,18.01739,-0.38267502,4.992587,330.83496,267.2315,0.003816562,56.24574
1980-04-21 12:00:00,0.0,15.559595,0.25067002,4.9960594,326.40115,263.18347,0.0036248106,56.833046
1980-04-22 12:00:00,0.0,12.382121,-2.6796694,4.821698,329.4849,250.29918,0.0030461075,58.192055
1980-04-23 12:00:00,0.0,17.787819,-4.001626,3.6657825,342.44778,258.75156,0.0033531263,56.379528
1980-04-24 12:00:00,0.92104846,18.508583,1.1516209,3.1534827,302.33856,286.39423,0.004624909,60.240013
1980-04-25 12:00:00,0.9091688,14.761375,5.3142323,5.7442427,225.14746,305.89377,0.0050739953,65.83288
1980-04-26 12:00:00,0.0,15.774918,1.592112,3.3705153,323.60306,274.02228,0.0043357066,62.048927
1980-04-27 12:00:00,4.1323767,11.497599,2.1725266,3.7930222,211.48444,299.0603,0.004766041,72.40164
1980-04-28 12:00:00,31.799318,7.7194004,5.0435057,7.1602244,88.11454,328.001,0.0053172363,84.291214
1980-04-29 12:00:00,3.4679868,9.184604,4.1560383,4.979274,140.23898,317.70724,0.0052786414,81.70467
1980-04-30 12:00:00,0.0,16.615328,5.625274,2.323661,296.2212,296.00793,0.0055760597,67.41623
1980-05-01 12:00:00,0.7160006,17.628025,5.1889853,3.967585,266.6423,306.745,0.005809827,67.21711
1980-05-02 12:00:00,0.54411155,18.794424,7.31044,3.2105498,286.1544,308.97864,0.006242352,66.06504
1980-05-03 12:00:00,0.0,23.845556,6.4678454,4.4599795,335.69687,302.89633,0.0059629236,58.709034
1980-05-04 12:00:00,0.0,20.097084,5.2207713,6.289854,329.6654,294.31476,0.0056293984,62.05176
1980-05-05 12:00:00,0.0,25.987473,5.0287547,4.223228,344.29614,305.0637,0.0060711764,58.347916
1980-05-06 12:00:00,3.0141523,24.555891,7.1037893,2.5300212,253.163,327.01993,0.006021578,57.681953
1980-05-07 12:00:00,0.0,19.502695,2.708492,5.10782,338.64706,280.9981,0.0045066,57.22706
1980-05-08 12:00:00,0.00092317635,11.399956,0.5164138,3.2314312,297.6045,270.1793,0.003935087,65.839455
1980-05-09 12:00:00,0.0,9.1043625,0.38020292,4.627375,263.13492,273.22055,0.0038376902,70.00289
1980-05-10 12:00:00,0.0,16.50272,-0.64799076,4.166693,344.3012,268.79855,0.004171645,62.634995
1980-05-11 12:00:00,2.1006033,15.220557,3.1794462,5.903344,232.8795,306.36942,0.005538907,71.807655
1980-05-12 12:00:00,2.9957829,19.101496,7.745681,3.2671223,221.82104,331.45255,0.007301992,72.499016
1980-05-13 12:00:00,12.511712,21.364752,11.338168,3.0708148,202.30423,345.6422,0.0077024153,67.30009
1980-05-14 12:00:00,1.6589139,16.370304,6.816995,4.957904,201.86757,322.2484,0.005994946,69.293884
1980-05-15 12:00:00,0.0,13.11892,4.968782,4.66155,247.03067,295.849,0.004894401,68.23316
1980-05-16 12:00:00,0.0,18.106812,0.0038034497,3.9319968,347.1721,271.80014,0.0042125667,60.640224
1980-05-17 12:00:00,1.14995,22.246344,1.2233696,3.6078408,300.2892,299.61685,0.005091898,60.065464
1980-05-18 12:00:00,4.2094107,17.439629,6.43544,7.614579,218.91946,324.10693,0.006649065,71.744156
1980-05-19 12:00:00,0.0,18.190638,10.395656,4.5072613,234.46317,328.86737,0.007236919,70.23681
1980-05-20 12:00:00,0.0,21.462603,7.5792603,2.856835,323.50403,310.74374,0.0068673263,65.45967
1980-05-21 12:00:00,3.0549889,17.426939,9.76362,2.7269387,176.83339,338.90347,0.0071087973,71.950424
1980-05-22 12:00:00,0.0,25.933643,6.562484,4.1875153,346.77838,313.54892,0.006794551,60.583233
1980-05-23 12:00:00,0.0,28.307135,9.735548,3.2600968,340.4559,329.64307,0.0078993505,58.95553
